book_id,isbn,authors,original_publication_year,title
3066,747266921,James Patterson,2002,"Four Blind Mice (Alex Cross, #8)"
3067,312364105,Kristin Hannah,2009,True Colors
3068,385334230,Kurt Vonnegut Jr.,1976,"Slapstick, or Lonesome No More!"
3069,812975219,Nassim Nicholas Taleb,2001,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets
3070,425213978,Kate Mosse,2005,"Labyrinth (Languedoc, #1)"
3071,375705244,Joseph J. Ellis,2000,Founding Brothers: The Revolutionary Generation
3072,553565079,Isaac Asimov,1993,Forward the Foundation (Foundation: Prequel #2)
3073,3401063472,Kerstin Gier,2010,"Saphirblau (Edelstein-Trilogie, #2)"
3074,307700666,Lawrence Wright,2013,"Going Clear: Scientology, Hollywood, and the Prison of Belief"
3075,759529434,"Young Kim, Stephenie Meyer",2010,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)"
3076,99478331,John Fowles,1969,The French Lieutenant's Woman
3077,486223051,"Samuel Taylor Coleridge, Gustave Doré",1798,The Rime of the Ancient Mariner
3078,920236162,"Robert Munsch, Michael Martchenko",1980,The Paper Bag Princess
3079,582461502,John Steinbeck,1935,Tortilla Flat
3080,812966295,H. Rider Haggard,1885,"King Solomon's Mines (Allan Quatermain, #1)"
3081,,Tina Reber,2012,"Love Unrehearsed (Love, #2)"
3082,1563891379,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",1994,Brief Lives (The Sandman #7)
3083,61720771,L.J. Smith,2009,"Nightfall (The Vampire Diaries: The Return, #1)"
3084,375828257,Jeanne DuPrau,2004,"The People of Sparks (Book of Ember, #2)"
3085,374506841,"Hermann Hesse, Ursule Molinaro",1930,Narcissus and Goldmund
3086,1563891069,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1990,Fables and Reflections (The Sandman #6)
3087,1620401398,Samantha Shannon,2013,"The Bone Season (The Bone Season, #1)"
3088,141439963,"Charles Dickens, Helen Small, Stephen Wall",1855,Little Dorrit
3089,142406139,Anthony Horowitz,2003,"Eagle Strike (Alex Rider, #4)"
3090,739418378,Jacqueline Susann,1966,Valley of the Dolls
3091,375760385,James A. Michener,1965,The Source
3092,1400033543,Dave Eggers,2002,You Shall Know Our Velocity!
3093,9770907375,"Radwa Ashour, رضوى عاشور",1994,ثلاثية غرناطة
3094,689853491,"Michael Rosen, Helen Oxenbury",1989,We're Going on a Bear Hunt
3095,1595142711,Richelle Mead,2009,"Vampire Academy Collection (Vampire Academy, #1-3)"
3096,345352661,David Eddings,1985,"Guardians of the West (The Malloreon, #1)"
3097,399156577,Nora Roberts,2010,The Search
3098,446613371,"James Patterson, Howard Roughan",2005,"Honeymoon (Honeymoon, #1)"
3099,345461622,Peter F. Hamilton,2004,Pandora's Star
3100,440421853,Thomas Rockwell,1973,How to Eat Fried Worms
3101,439224063,"Edgar Allan Poe, Philip Pullman",1845,The Raven and other poems
3102,077832740X,Heather Gudenkauf,2008,The Weight of Silence
3103,62330268,Neil Gaiman,2015,Trigger Warning: Short Fictions and Disturbances
3104,068482535X,David Herbert Donald,1995,Lincoln
3105,441015832,Ilona Andrews,2008,"Magic Burns (Kate Daniels, #2)"
3106,143039024,"Graham Greene, Robert  Stone",1955,The Quiet American
3107,1480114480,Katie Ashley,2012,"The Proposition (The Proposition, #1)"
3108,425213382,Patricia Cornwell,1996,"Cause of Death (Kay Scarpetta, #7)"
3109,393307050,Patrick O'Brian,1969,Master and Commander
3110,575077352,Akira Toriyama,1985,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)"
3111,441009425,Alastair Reynolds,2000,Revelation Space
3112,316096156,"James Patterson, Maxine Paetro",2010,"Private (Private, #1)"
3113,312652917,Janet Evanovich,2009,"Wicked Appetite (Lizzy & Diesel, #1)"
3114,1416980067,Rachel Renée Russell,2009,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)"
3115,1416509879,Kresley Cole,2006,A Hunger Like No Other (Immortals After Dark #2)
3116,159514398X,Beth Revis,2012,"A Million Suns (Across the Universe, #2)"
3117,1841493155,Trudi Canavan,2002,"The High Lord (Black Magician Trilogy, #3)"
3118,62107313,Amy Tan,2013,The Valley of Amazement
3119,446694851,"Nicholas Sparks, Micah Sparks",2004,Three Weeks With My Brother
3120,080508052X,Lloyd Alexander,1968,The High King (The Chronicles of Prydain #5)
3121,62004018,Amy Plum,2011,"Die for Me (Revenants, #1)"
3122,394724550,Anne Morrow Lindbergh,1955,Gift from the Sea
3123,452287081,John Perkins,2004,Confessions of an Economic Hit Man
3124,802130305,"Jorge Luis Borges, Anthony Kerrigan, Anthony Bonner",1944,Ficciones
3125,425141233,John Sandford,1993,"Winter Prey (Lucas Davenport, #5)"
3126,684843323,Ernest Hemingway,1925,The Complete Short Stories
3127,671037706,Ray Bradbury,1957,"Dandelion Wine (Green Town, #1)"
3128,009947137X,Anne Rice,1989,The Mummy (Ramses the Damned #1)
3129,385528752,"Chip Heath, Dan Heath",2010,Switch: How to Change Things When Change Is Hard
3130,,Sejal Badani,2015,Trail of Broken Wings
3131,99470470,John Fowles,1963,The Collector
3132,60734086,Gail Carson Levine,2006,Fairest
3133,99267543,Kurt Vonnegut Jr.,1997,Timequake
3134,006218850X,Amanda Coplin,2012,The Orchardist
3135,767919408,Bill Bryson,2013,"One Summer: America, 1927"
3136,752876821,Maeve Binchy,1996,Evening Class
3137,1857239016,Terry Brooks,1993,"The Talismans of Shannara (Heritage of Shannara, #4)"
3138,808516965,L.M. Montgomery,1936,"Anne of Windy Poplars (Anne of Green Gables, #4)"
3139,014044176X,"Mikhail Lermontov, Paul Foote",1840,A Hero of Our Time
3140,084230052X,Francine Rivers,1997,The Atonement Child
3141,385494246,Ian McEwan,1998,Amsterdam
3142,812966007,Edmund Morris,2001,Theodore Rex
3143,031215125X,M.M. Kaye,1978,The Far Pavilions
3144,385340567,Lee Child,2008,"Nothing to Lose (Jack Reacher, #12)"
3145,,Jasinda Wilder,2013,"Falling into You (Falling, #1)"
3146,1101874082,Paulo Coelho,2014,Adultery
3147,,Brandon Sanderson,2013,"The Rithmatist (The Rithmatist, #1)"
3148,312289510,Donna VanLiere,2001,The Christmas Shoes (Christmas Hope #1)
3149,762424931,"Rory Freedman, Kim Barnouin",2005,Skinny Bitch
3150,,Kristen Ashley,2011,"Mystery Man (Dream Man, #1)"
3151,395181585,"Margret Rey, H.A. Rey",1966,Curious George Goes to the Hospital
3152,553805096,Alice Schroeder,2008,The Snowball: Warren Buffett and the Business of Life
3153,743452925,Julie Garwood,1989,"The Bride (Lairds' Fiancées, #1)"
3154,1741662095,John Flanagan,2007,"Erak's Ransom (Ranger's Apprentice, #7)"
3155,525953493,Harlan Coben,2014,Missing You
3156,375706860,"Orhan Pamuk, Maureen Freely",2002,Snow
3157,1741663024,John Flanagan,2009,"Halt's Peril (Ranger's Apprentice, #9)"
3158,345447867,Tess Gerritsen,2002,"The Apprentice (Rizzoli & Isles, #2)"
3159,307098222,Betty Crocker,1969,Betty Crocker's Cookbook
3160,312367465,Gabrielle Zevin,2005,Elsewhere
3161,525952276,Harlan Coben,2012,Stay Close
3162,316117366,"James Patterson, Michael Ledwidge",2007,The Quickie
3163,316013943,"James Patterson, Michael Ledwidge",2007,"Step on a Crack (Michael Bennett, #1)"
3164,803738552,Holly Goldberg Sloan,2013,Counting by 7s
3165,61284475,Claudia Gray,2010,"Hourglass (Evernight, #3)"
3166,345490657,Laurell K. Hamilton,2000,"A Kiss of Shadows (Merry Gentry, #1)"
3167,743453964,Vince Flynn,2003,"Executive Power (Mitch Rapp, #6)"
3168,1423368886,"Nora Roberts, Angela Dawe",2010,"Savor the Moment (Bride Quartet, #3)"
3169,1599869691,Richard Connell,1924,The Most Dangerous Game
3170,765319853,Cory Doctorow,2008,Little Brother
3171,1400095921,Jeff Lindsay,2005,"Dearly Devoted Dexter (Dexter, #2)"
3172,62509594,"Jalaluddin Rumi, Coleman Barks",1273,The Essential Rumi
3173,147671777X,Lisa Genova,2015,Inside the O'Briens
3174,765348802,Steven Erikson,2001,"Memories of Ice (The Malazan Book of the Fallen, #3)"
3175,553807056,Dean Koontz,2008,"Odd Hours (Odd Thomas, #4)"
3176,451220897,Rachel Caine,2007,"The Dead Girls' Dance (The Morganville Vampires, #2)"
3177,141690817X,Tamora Pierce,1996,"The Realms of the Gods (Immortals, #4)"
3178,765317583,William R. Forstchen,2009,"One Second After (After, #1)"
3179,439656249,Suzanne Collins,2005,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)"
3180,374193681,David Levithan,2011,The Lover's Dictionary
3181,155050907,"Helen Gardner, Fred S. Kleiner, Christin J. Mamiya",1926,Art Through the Ages 
3182,1857231325,Terry Brooks,1985,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)"
3183,373772327,Gena Showalter,2008,The Darkest Kiss (Lords of the Underworld #2)
3184,553805495,Sarah Addison Allen,2008,The Sugar Queen
3185,983157227,Jennifer L. Armentrout,2012,"Pure (Covenant, #2)"
3186,7189885,Chimamanda Ngozi Adichie,2003,Purple Hibiscus
3187,743299396,Miranda July,2005,No One Belongs Here More Than You
3188,345522486,Kevin Hearne,2011,"Hammered (The Iron Druid Chronicles, #3)"
3189,1416509887,Kresley Cole,2006,No Rest for the Wicked (Immortals After Dark #3)
3190,1416599398,Vince Flynn,2008,"Extreme Measures (Mitch Rapp, #11)"
3191,1632150778,"Brian K. Vaughan, Fiona Staples",2014,"Saga, Vol. 4 (Saga, #4)"
3192,1476759545,Jamie McGuire,2013,"A Beautiful Wedding (Beautiful, #2.5)"
3193,307272591,Carl Hiaasen,2013,Bad Monkey
3194,1400068312,Curtis Sittenfeld,2013,Sisterland
3195,1594488878,Nick Hornby,2009,"Juliet, Naked"
3196,1558749209,"Jack Canfield, Mark Victor Hansen",1993,Chicken Soup for the Soul
3197,349116652,Alexander McCall Smith,2000,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)"
3198,044661758X,Michael Connelly,1994,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)"
3199,,C.J. Roberts,2012,"Seduced in the Dark (The Dark Duet, #2)"
3200,61051586,Terry Pratchett,1998,Carpe Jugulum (Discworld #23; Witches #6)
3201,,Kresley Cole,2006,The Warlord Wants Forever (Immortals After Dark #1)
3202,038533351X,Kurt Vonnegut Jr.,1987,Bluebeard
3203,684847817,"Brian Froud, Terry Windling",1998,Good Faeries/Bad Faeries
3204,316043877,Elin Hilderbrand,2010,The Island
3205,451822196,"Stephen King, Bernie Wrightson",1983,Cycle of the Werewolf
3206,142401099,Jane Yolen,1988,The Devil's Arithmetic
3207,312347294,Alan Weisman,2007,The World Without Us
3208,375708278,Erik Larson,1999,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History"
3209,316334529,Elin Hilderbrand,2015,The Rumor
3210,141184272,Virginia Woolf,1928,Orlando
3211,000723368X,Cecelia Ahern,2008,Thanks for the Memories
3212,140432108,"Anne Brontë, Angeline Goreau",1847,Agnes Grey
3213,399153721,Nora Roberts,2006,Angels Fall
3214,1416595163,Vince Flynn,2009,"Pursuit of Honor (Mitch Rapp, #12)"
3215,312362153,Sherrilyn Kenyon,2008,Acheron (Dark-Hunter #14)
3216,038541305X,Pat Conroy,2009,South of Broad
3217,676977731,Ami McKay,2006,The Birth House
3218,1416953582,Lisa McMann,2009,"Fade (Wake, #2)"
3219,1400031699,Donna Tartt,2002,The Little Friend
3220,1423113497,Rick Riordan,2008,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)"
3221,803733062,Ingrid Law,2008,"Savvy (Savvy, #1)"
3222,034551176X,Bill Simmons,2009,The Book of Basketball: The NBA According to The Sports Guy
3223,446613355,James Patterson,2004,"London Bridges (Alex Cross, #10)"
3224,,عائض القرني,2003,لا تحزن
3225,8173711461,"A.P.J. Abdul Kalam, Arun Tiwari",1999,Wings of Fire: An Autobiography
3226,62113933,"L.J. Smith, Kevin Williamson, Julie Plec",2011,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)"
3227,159420411X,Nate Silver,2012,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't
3228,399160302,Ruta Sepetys,2016,Salt to the Sea
3229,157912626X,Agatha Christie,1942,"The Body in the Library (Miss Marple, #3)"
3230,618212906,Gary Russell,2002,The Lord of the Rings: The Art of The Fellowship of the Ring
3231,1402244428,Olivia Cunning,2010,"Backstage Pass (Sinners on Tour, #1)"
3232,448421658,"Marjorie Flack, Kurt Wiese",1933,The Story About Ping
3233,1416986561,Rachel Renée Russell,2010,"Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)"
3234,60885386,"Laura Ingalls Wilder, Garth Williams",1933,"Farmer Boy (Little House, #3)"
3235,1591842808,Simon Sinek,2009,Start with Why: How Great Leaders Inspire Everyone to Take Action
3236,1400065941,Fannie Flagg,2013,The All-Girl Filling Station's Last Reunion
3237,452287057,Dorothy Allison,1992,Bastard Out of Carolina
3238,439895979,Libba Bray,2011,Beauty Queens
3239,525951113,Daniel Suarez,2006,"Daemon (Daemon, #1)"
3240,446677124,Scott Turow,1990,The Burden of Proof
3241,,Leigh Bardugo,2016,"Crooked Kingdom (Six of Crows, #2)"
3242,375714383,Joy Adamson,1960,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)"
3243,679767800,"Alfred Bester, Neil Gaiman",1955,The Stars My Destination
3244,439968089,Tamora Pierce,2004,"Trickster's Choice (Daughter of the Lioness, #1)"
3245,62224735,Rosamund Hodge,2014,"Cruel Beauty (Cruel Beauty Universe, #1)"
3246,553572989,Dan Simmons,1997,"The Rise of Endymion (Hyperion Cantos, #4)"
3247,553572946,Dan Simmons,1996,"Endymion (Hyperion Cantos, #3)"
3248,734406940,Shaun Tan,2006,The Arrival
3249,385743602,Brandon Sanderson,2016,"Calamity (The Reckoners, #3)"
3250,786891076,Steve Martin,2000,Shopgirl
3251,,مصطفى محمود,1974,حوار مع صديقي الملحد
3252,451528646,Mark Twain,1876,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn
3253,307596907,Claire Messud,2013,The Woman Upstairs
3254,60842350,Christopher Moore,2004,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)"
3255,743451503,F. Scott Fitzgerald,1922,The Beautiful and Damned
3256,192833723,"Augustine of Hippo, Henry Chadwick, Albert Cook Outler",397,Confessions
3257,1101875895,Kent Haruf,2015,Our Souls at Night
3258,515130389,Nora Roberts,2000,Carolina Moon
3259,1594486247,Cathy Marie Buchanan,2012,The Painted Girls
3260,,Chanda Hahn,2011,"UnEnchanted (An Unfortunate Fairy Tale, #1)"
3261,,Sarah Silverman,2010,"The Bedwetter: Stories of Courage, Redemption, and Pee"
3262,393332144,Patricia Highsmith,1955,"The Talented Mr. Ripley (Ripley, #1)"
3263,802720870,Simone Elkeles,2011,"Chain Reaction (Perfect Chemistry, #3)"
3264,440164842,James Clavell,1981,"Noble House (Asian Saga, #5)"
3265,843955287,Christine Feehan,1999,"Dark Prince (Dark, #1)"
3266,,Masashi Kishimoto,2008,NARUTO -ナルト- 巻ノ四十三
3267,316216852,Lauren Beukes,2013,The Shining Girls
3268,393061728,Diane Ackerman,2007,The Zookeeper's Wife
3269,812998685,David Mitchell,2015,Slade House
3270,316253014,Chris Hadfield,2013,An Astronaut's Guide to Life on Earth
3271,006121468X,Melissa Marr,2008,"Ink Exchange (Wicked Lovely, #2)"
3272,,"أحلام مستغانمي, Ahlam Mosteghanemi",2009,com نسيان
3273,99468190,John Grisham,2003,Bleachers
3274,7158491,Dr. Seuss,1963,Hop On Pop
3275,439682584,"J.K. Rowling, Mary GrandPré",2003,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)"
3276,142406147,Anthony Horowitz,2002,"Skeleton Key (Alex Rider, #3)"
3277,440236738,Harlan Coben,2002,Gone for Good
3278,6498868,Robin Hobb,1999,"The Mad Ship (Liveship Traders, #2)"
3279,590414275,"Joanna Cole, Bruce Degen",1989,"Inside the Human Body (The Magic School Bus, #3)"
3280,446611638,Michael Connelly,2003,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)"
3281,545522250,"Holly Black, Cassandra Clare",2014,"The Iron Trial (Magisterium, #1)"
3282,044042321X,"Daniel Abraham, George R.R. Martin, Tommy Patterson",2011,"A Game of Thrones: The Graphic Novel, Vol. 1"
3283,61728918,Candace Bushnell,2010,"The Carrie Diaries (The Carrie Diaries, #1)"
3284,671042572,Bret Lott,1991,Jewel
3285,62300806,Veronica Roth,2013,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)"
3286,842329218,"Tim LaHaye, Jerry B. Jenkins",1996,"Tribulation Force (Left Behind, #2)"
3287,014311638X,Michael Pollan,2008,Food Rules: An Eater's Manual
3288,,خولة حمدي,2012,في قلبي أنثى عبرية
3289,60093366,Ellen Schreiber,2003,"Vampire Kisses (Vampire Kisses, #1)"
3290,312577214,Kristin Hannah,2013,"Fly Away (Firefly Lane, #2)"
3291,756402972,Tad Williams,1990,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)"
3292,517203383,"Adrian Conan Doyle, John Dickson Carr",1954,The Exploits of Sherlock Holmes
3293,812976185,Anna Quindlen,1994,One True Thing
3294,1609452232,"Elena Ferrante, Ann Goldstein",2013,Those Who Leave and Those Who Stay (The Neapolitan Novels #3)
3295,1841493147,Trudi Canavan,2002,"The Novice (Black Magician Trilogy, #2)"
3296,316016381,Joshua Ferris,2007,Then We Came to the End
3297,098836946X,Monica  Murphy,2013,"One Week Girlfriend (One Week Girlfriend, #1)"
3298,553575651,Robin Hobb,2000,"Ship of Destiny (Liveship Traders, #3)"
3299,140911399X,Maeve Binchy,2012,A Week in Winter
3300,385536073,John Grisham,2012,Calico Joe
3301,1591163293,"Hisaya Nakajo, David Ury",1997,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)"
3302,765343436,Juliet Marillier,1999,"Daughter of the Forest  (Sevenwaters, #1)"
3303,399229191,Eric Carle,1984,The Very Busy Spider
3304,9991373764,Judy Blume,1978,Freckle Juice
3305,1591843162,Seth Godin,2010,Linchpin: Are You Indispensable?
3306,517266555,Rudyard Kipling,1902,Just So Stories
3307,767913736,Candice Millard,2005,The River of Doubt: Theodore Roosevelt's Darkest Journey
3308,312421702,"Atul Gawande, Susanne Kuhlmann-Krieg",2002,Complications: A Surgeon's Notes on an Imperfect Science
3309,045146365X,Jim Butcher,2010,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)"
3310,374521344,"Roland Barthes, Richard Howard",1980,Camera Lucida: Reflections on Photography
3311,080411109X,Amy Tan,1995,The Hundred Secret Senses
3312,778317706,Mary Kubica,2015,Pretty Baby
3313,385524943,Andrew Davidson,2008,The Gargoyle
3314,60593083,Neal Stephenson,2003,"Quicksilver (The Baroque Cycle, #1)"
3315,1250040159,"Elizabeth  Smart, Chris Stewart",2013,My Story
3316,810959259,"Michael Buckley, Peter Ferguson",2005,"The Fairy-Tale Detectives (The Sisters Grimm, #1)"
3317,552144290,"Terry Pratchett, Stephen Briggs",1996,Mort: The Play
3318,1596435690,Caragh M. O'Brien,2010,"Birthmarked (Birthmarked, #1)"
3319,61231150,"Derek Landy, Tom Percival",2007,"Skulduggery Pleasant (Skulduggery Pleasant, #1)"
3320,156717204,Andy Warhol,1975,The Philosophy of Andy Warhol (From A to B and Back Again)
3321,141185260,Vladimir Nabokov,1962,Pale Fire
3322,452285453,Tracy Chevalier,2003,The Lady and the Unicorn
3323,140439056,"Charles Dickens, Michael Slater",1843,A Christmas Carol and Other Christmas Writings
3324,385351836,B.J. Novak,2014,One More Thing: Stories and Other Stories
3325,552144320,"Terry Pratchett, Stephen Briggs",1997,Men at Arms: The Play
3326,451227190,Rachel Caine,2009,"Carpe Corpus (The Morganville Vampires, #6)"
3327,7491433,Nathan Filer,2013,The Shock of the Fall
3328,62220969,Madeleine Roux,2013,"Asylum (Asylum, #1)"
3329,385540353,Margaret Atwood,2015,The Heart Goes Last
3330,60788194,Kim Harrison,2006,"A Fistful of Charms (The Hollows, #4)"
3331,1590521196,John Piper,1986,Desiring God: Meditations of a Christian Hedonist
3332,316213101,Holly Black,2013,The Coldest Girl in Coldtown
3333,446615129,Carl Hiaasen,2004,Skinny Dip
3334,1451693591,Alice Hoffman,2015,The Marriage of Opposites
3335,547386079,Jonah Lehrer,2012,Imagine: How Creativity Works
3336,451224639,Rachel Caine,2008,"Feast of Fools (The Morganville Vampires, #4)"
3337,1442423684,Neal Shusterman,2012,"UnWholly (Unwind, #2)"
3338,316156116,David Foster Wallace,2005,Consider the Lobster and Other Essays
