book_id,isbn,authors,original_publication_year,title
3506,0001421500167,Yuu Watase,-2147483648,"Absolute Boyfriend, Vol. 1"
3507,0316069515,Michael Connelly,2013,"The Gods of Guilt (Mickey Haller, #6; Harry Bosch Universe, #23)"
3508,0142437964,"Marcel Proust, Simon Vance, Lydia Davis",1913,"Swann's Way (In Search of Lost Time, #1)"
3509,0859536599,"Don    Wood, Audrey Wood",1984,"The Little Mouse, the Red Ripe Strawberry, and the Big Hungry Bear"
3510,0515136816,Laurell K. Hamilton,2003,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)"
3511,0553280589,"Isabel Allende, Margaret Sayers Peden",1987,Eva Luna
3512,0385533853,Daniel H. Wilson,2011,"Robopocalypse (Robopocalypse, #1)"
3513,0553579754,Dean Koontz,1998,"Fear Nothing (Moonlight Bay, #1)"
3514,0061583227,Jeaniene Frost,2010,"First Drop of Crimson (Night Huntress World, #1)"
3515,0312377630,Janet Evanovich,2008,"Plum Lucky (Stephanie Plum, #13.5)"
3516,0718149122,Marian Keyes,2008,This Charming Man
3517,0001846052580,"James Patterson, Maxine Paetro",2009,"The 8th Confession (Women's Murder Club, #8)"
3518,0060533994,Sue Townsend,1982,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)"
3519,0001400034205,W. Somerset Maugham,1944,The Razor's Edge
3520,0399504338,Edward Gorey,1972,"Amphigorey (Amphigorey, #1)"
3521,0001401210074,"Mike Carey, Glenn Fabry, Neil Gaiman",1996,Neil Gaiman's Neverwhere
3522,0451226259,Chloe Neill,2009,"Some Girls Bite (Chicagoland Vampires, #1)"
3523,0141185910,James     Baldwin,1953,Go Tell It on the Mountain
3524,0142004030,Jasper Fforde,2002,"Lost in a Good Book (Thursday Next, #2)"
3525,0812994868,"Naoki Higashida, K.A. Yoshida, David Mitchell",2005,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism
3526,000148473274X,Rick Riordan,2016,"The Hidden Oracle (The Trials of Apollo, #1)"
3527,000006178320X,Jeaniene Frost,2012,"Once Burned (Night Prince, #1)"
3528,0385538731,Jon Krakauer,2015,Missoula: Rape and the Justice System in a College Town
3529,0449016196,Isaac Asimov,1955,The End of Eternity
3530,0345369351,David Eddings,1989,"Sorceress of Darshiva (The Malloreon, #4)"
3531,0553805592,Janette Oke,1979,"Love Comes Softly (Love Comes Softly, #1)"
3532,0804178321,Joe Abercrombie,2014,"Half a King (Shattered Sea, #1)"
3533,0312997140,Jeffrey Archer,1982,"The Prodigal Daughter (Kane & Abel, #2)"
3534,,Brent Weeks,2014,"The Broken Eye (Lightbringer, #3)"
3535,0684807319,"W.B. Yeats, Richard J. Finneran",1997,The Collected Poems of W.B. Yeats
3536,,Tamora Pierce,2002,"Lady Knight (Protector of the Small, #4)"
3537,0446577391,David Baldacci,2007,"Stone Cold (Camel Club, #3)"
3538,,أحمد مراد,2007,ڤيرتيجو
3539,0307020711,"Barbara Shook Hazen, Robert Lewis May, Richard Scarry",1958,Rudolph the Red-Nosed Reindeer
3540,0679750533,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",1993,The Elephant Vanishes
3541,0345475836,Frederik Pohl,1977,"Gateway (Heechee Saga, #1)"
3542,0071401946,"Kerry Patterson, Joseph Grenny, Ron McMillan, Al Switzler, Stephen R. Covey",2001,Crucial Conversations: Tools for Talking When Stakes Are High
3543,0385418493,Thomas Cahill,1995,How the Irish Saved Civilization
3544,0001582406197,"Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn",2004,"The Walking Dead, Book One (The Walking Dead #1-12)"
3545,0393081575,Mary Roach,2013,Gulp: Adventures on the Alimentary Canal
3546,0767903382,Ruth Reichl,1998,Tender at the Bone: Growing Up at the Table
3547,0060890312,Terry Pratchett,2006,"Wintersmith (Discworld, #35; Tiffany Aching, #3)"
3548,0743457587,William  Gibson,1956,The Miracle Worker
3549,0425267067,Maya Banks,2013,"Fever (Breathless, #2)"
3550,0316677469,Alice Sebold,2007,The Almost Moon
3551,0307279901,P.D. James,1992,The Children of Men
3552,0140431950,"Thomas Hobbes, C.B. Macpherson",1651,Leviathan
3553,0001455581127,Sandra Brown,2014,Mean Streak
3554,,K. Bromberg,2013,"Fueled (Driven, #2)"
3555,000159448306X,Sloane Crosley,2008,I Was Told There'd Be Cake
3556,0307277747,Antonia Fraser,2001,Marie Antoinette: The Journey
3557,000006440174X,Michelle Magorian,1981,"Good Night, Mr. Tom"
3558,0001862308160,Tabitha Suzuma,2010,Forbidden
3559,0804170703,"Rob Thomas, Jennifer Graham",2014,"The Thousand-Dollar Tan Line (Veronica Mars, #1)"
3560,0001400079497,Philip Roth,2004,The Plot Against America
3561,0786888768,J.R. Moehringer,2005,The Tender Bar
3562,0441001866,Brian Jacques,1993,"Martin the Warrior (Redwall, #6)"
3563,0001423118243,Cinda Williams Chima,2010,"The Exiled Queen (Seven Realms, #2)"
3564,0446697338,"Danny Sugerman, Jerry Hopkins",1980,No One Here Gets Out Alive
3565,0001416927832,"Marguerite Henry, Wesley Dennis",1947,"Misty of Chincoteague (Misty, #1)"
3566,0812974018,David Mitchell,2006,Black Swan Green
3567,0452287146,Jane Green,2004,The Other Woman
3568,0965030067,Haven Kimmel,2001,A Girl Named Zippy
3569,,Sidney Sheldon,1994,Nothing Lasts Forever
3570,0670037605,Nathaniel Philbrick,2006,"Mayflower: A Story of Courage, Community, and War"
3571,0001416547037,Kresley Cole,2007,Wicked Deeds on a Winter's Night (Immortals After Dark #4)
3572,0001400032539,Joseph J. Ellis,2004,His Excellency: George Washington
3573,0060539828,"William Gibson, Bruce Sterling",1986,"Burning Chrome (Sprawl, #0)"
3574,0007311001,Lauren Weisberger,2010,Last Night at Chateau Marmont
3575,0001579731813,"A.L. Singer, Walt Disney Company",1974,"Sleeping Beauty (Disney Princess, 5)"
3576,,Rebecca Donovan,2013,"Out of Breath (Breathing, #3)"
3577,,Darren Shan,2000,"The Vampire's Assistant (Cirque Du Freak, #2)"
3578,0451457765,Guy Gavriel Kay,1990,Tigana
3579,0307264556,Nora Ephron,2006,I Feel Bad about My Neck: And Other Thoughts on Being a Woman
3580,0001406954365,Louisa May Alcott,1871,"Little Men (Little Women, #2)"
3581,0143039946,Thomas Pynchon,1973,Gravity's Rainbow
3582,0001576737160,"Brennan Manning, Michael W. Smith, Rich Mullins",1990,"The Ragamuffin Gospel: Good News for the Bedraggled, Beat-Up, and Burnt Out"
3583,0064472809,Meg Cabot,2001,"Princess in Love (The Princess Diaries, #3)"
3584,0312954468,Wilbur Smith,1993,"River God (Ancient Egypt, #1)"
3585,0679743626,Willa Cather,1913,O Pioneers!
3586,0805079831,Naomi Klein,2006,The Shock Doctrine: The Rise of Disaster Capitalism
3587,0007557906,"Jonas Jonasson, Rachel Willson-Broyles",2013,The Girl Who Saved the King of Sweden
3588,0060572159,Ann Patchett,2004,Truth and Beauty
3589,,Abbi Glines,2012,"The Vincent Brothers (The Vincent Boys, #2)"
3590,0099483505,Günter Grass,1959,The Tin Drum
3591,0310234697,Lee Strobel,2000,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity
3592,0003401063480,Kerstin Gier,2010,"Smaragdgrün (Edelstein-Trilogie, #3)"
3593,0001599900513,"Shannon Hale, James Noel Smith",2007,Book of a Thousand Days
3594,0192123173,Arthur Conan Doyle,1905,The Return of Sherlock Holmes
3595,0316341517,"Edith Hamilton, Steele Savage",1942,Mythology: Timeless Tales of Gods and Heroes
3596,0670059838,Anna Dewdney,2005,Llama Llama Red Pajama
3597,0452285216,Al Franken,2003,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right
3598,0743264460,Chuck Klosterman,2005,Killing Yourself to Live: 85% of a True Story
3599,000110188696X,"Leah Remini, Rebecca Paley",2015,Troublemaker: Surviving Hollywood and Scientology
3600,0425161293,Kurt Vonnegut Jr.,1990,Hocus Pocus
3601,0765348810,Steven Erikson,2004,"House of Chains (The Malazan Book of the Fallen, #4)"
3602,0785129219,"Eric Shanower, Skottie Young, L. Frank Baum",2010,Oz: The Wonderful Wizard of Oz
3603,0805091742,Atul Gawande,2009,The Checklist Manifesto: How to Get Things Right
3604,000068817776X,"Edith Hahn Beer, Susan Dworkin, Susan Sarandon, Julia Ormond, Rory Kennedy",1999,The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust
3605,0515139742,Nora Roberts,2004,Northern Lights
3606,0061658197,Ree Drummond,2008,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl
3607,0001622662644,Jennifer L. Armentrout,2014,"Opposition (Lux, #5)"
3608,0515139750,Laurell K. Hamilton,2004,"Incubus Dreams (Anita Blake, Vampire Hunter, #12)"
3609,0965900584,Brian Greene,2003,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality"
3610,0767912241,Jane Green,2001,Babyville
3611,0441017835,Charlaine Harris,2009,"A Touch of Dead (Sookie Stackhouse, #4.1, #4.3, #5.1, #7.1, #8.1)"
3612,0449000664,Sue Grafton,1994,"K is for Killer (Kinsey Millhone, #11)"
3613,0001400031044,Chaim Potok,1972,My Name Is Asher Lev
3614,000078622469X,"Tim LaHaye, Jerry B. Jenkins",1997,"Nicolae (Left Behind, #3)"
3615,0001250014522,Julie Kibler,2012,Calling Me Home
3616,0451228219,J.R. Ward,2009,"Covet (Fallen Angels, #1)"
3617,0001599903423,Carrie Jones,2010,"Captivate (Need, #2)"
3618,0001439102252,Carrie Fisher,2008,Wishful Drinking
3619,0385339461,Karin Slaughter,2006,"Triptych (Will Trent, #1)"
3620,0001568650949,Sidney Sheldon,1977,Bloodline
3621,0312352565,Louise Penny,2007,"A Fatal Grace (Chief Inspector Armand Gamache, #2)"
3622,0316036277,"James Patterson, Maxine Paetro",2010,"The 9th Judgment  (Women's Murder Club, #9)"
3623,0001846058295,"James Patterson, Michael Ledwidge",2012,Zoo
3624,0545290597,"Rick Riordan, Gordon Korman, Peter Lerangis, Jude Watson",2011,"Vespers Rising (The 39 Clues, #11)"
3625,0393327655,Sam Harris,2004,"The End of Faith: Religion, Terror, and the Future of Reason"
3626,0805076689,Mary E. Pearson,2008,"The Adoration of Jenna Fox (Jenna Fox Chronicles, #1)"
3627,0001741664489,John Flanagan,2011,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)"
3628,0740748475,Bill Watterson,2005,The Complete Calvin and Hobbes
3629,0001569319626,Rumiko Takahashi,1988,"Ranma ½, Vol. 1 (Ranma ½ (US 2nd), #1)"
3630,0061470856,Ron Rash,2008,Serena
3631,000038549565X,Hampton Sides,2001,Ghost Soldiers: The Epic Account of World War II's Greatest Rescue Mission
3632,000185723135X,Iain M. Banks,1990,"Use of Weapons (Culture, #3)"
3633,,Gail McHugh,2013,"Pulse (Collide, #2)"
3634,0452287898,Marisa de los Santos,2005,Love Walked In
3635,000188896314X,Jeff Smith,1991,Bone: The Complete Edition
3636,0375846158,Christopher Paolini,2008,"Eragon, Eldest & Brisingr (Inheritance, #1-3)"
3637,0001416983082,Christopher Pike,1998,"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice (Thirst, #1)"
3638,0312424094,Marilynne Robinson,1980,Housekeeping
3639,0760704066,"Dodie Smith, Michael Dooling",1956,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)"
3640,0006174426,Sidney Sheldon,1987,Windmills of the Gods
3641,0001416556052,F. Scott Fitzgerald,1922,The Curious Case of Benjamin Button
3642,0001853260738,Daniel Defoe,1722,Moll Flanders
3643,0812978188,E.L. Doctorow,1974,Ragtime
3644,0001416509372,David Weber,1992,"On Basilisk Station (Honor Harrington, #1)"
3645,0007240198,Ben Goldacre,2008,Bad Science
3646,0143036610,Ruth Reichl,2005,Garlic and Sapphires: The Secret Life of a Critic in Disguise
3647,,Jo Nesbø,2009,"Panserhjerte (Harry Hole, #8)"
3648,0001416903445,Tamora Pierce,1993,"Wolf-Speaker (Immortals, #2)"
3649,,Cherrie Lynn,2010,"Rock Me (Ross Siblings, #2)"
3650,0316925284,David Foster Wallace,1996,A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments
3651,0001421501082,Ai Yazawa,2000,"Nana, Vol. 1 (Nana, #1)"
3652,0060766204,"Joseph Delaney, Patrick  Arrasmith",2004,"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)"
3653,0553815024,Tess Gerritsen,2003,"The Sinner (Rizzoli & Isles, #3)"
3654,0061161705,Terry Pratchett,2009,"Unseen Academicals (Discworld, #37; Rincewind #8)"
3655,0001416990674,Morgan Matson,2012,Second Chance Summer
3656,0001401359604,Plum Sykes,2004,Bergdorf Blondes
3657,0375829873,Robert Cormier,1974,"The Chocolate War (Chocolate War, #1)"
3658,0736421971,"Teddy Slater, Ron Dias, Ric González",1991,Beauty and the Beast (Disney)
3659,000125006662X,Michael Punke,2002,The Revenant
3660,0001563892871,"Neil Gaiman, Michael Zulli, Jon J. Muth, Charles Vess, Mikal Gilmore",1996,The Wake (The Sandman #10)
3661,0060521996,Clayton M. Christensen,1997,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business (Collins Business Essentials)
3662,000030700113X,"Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company",1940,Lady and the Tramp
3663,,Tamora Pierce,2001,"Squire (Protector of the Small, #3)"
3664,0001406309354,Anthony Horowitz,2007,"Snakehead (Alex Rider, #7)"
3665,0001423147947,Ally Carter,2012,"Out of Sight, Out of Time (Gallagher Girls, #5)"
3666,,Abbi Glines,2012,"Just for Now (Sea Breeze, #4)"
3667,0805098542,"Bill O'Reilly, Martin Dugard",2013,Killing Jesus: A History
3668,0060580674,James Rollins,2004,"Sandstorm (Sigma Force, #1)"
3669,0670869759,Foundation for Inner Peace,1975,A Course in Miracles
3670,000031621762X,James S.A. Corey,2014,"Cibola Burn (The Expanse, #4)"
3671,0751531189,Nelson DeMille,1988,The Charm School
3672,0001401200761,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2003,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)"
3673,0061138010,Kim Harrison,2009,"White Witch, Black Curse (The Hollows, #7)"
3674,0001401902162,Wayne W. Dyer,2004,The Power of Intention: Learning to Co-create Your World Your Way
3675,0609809644,Jack Weatherford,2004,Genghis Khan and the Making of the Modern World
3676,0393960420,Theodore Dreiser,1900,Sister Carrie
3677,,Cinda Williams Chima,2011,"The Gray Wolf Throne (Seven Realms, #3)"
3678,0009793062797,Andrea Hirata,2005,"Laskar Pelangi (Tetralogi Laskar Pelangi, #1)"
3679,0001934964387,Bryan Lee O'Malley,2010,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour"
3680,0425198731,Patricia Cornwell,2003,"Blow Fly (Kay Scarpetta, #12)"
3681,0758213506,Joanne Fluke,2000,"Chocolate Chip Cookie Murder (Hannah Swensen, #1)"
3682,0061988340,Mitchell Zuckoff,2011,"Lost in Shangri-la: A True Story of Survival, Adventure, and the Most Incredible Rescue Mission of World War II"
3683,0316051640,Sam Kean,2010,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements"
3684,0061002828,Clive Barker,1986,The Hellbound Heart
3685,0345534522,"Bill Dedman, Paul Clark Newell Jr.",2013,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune
3686,0007178379,Tracy Chevalier,2009,Remarkable Creatures 
3687,0451225724,Rachel Caine,2008,"Lord of Misrule (The Morganville Vampires, #5)"
3688,0446611239,"Douglas Preston, Lincoln Child",2001,"The Cabinet of Curiosities (Pendergast, #3)"
3689,0883681056,Brother Lawrence,1691,The Practice of the Presence of God
3690,,Lee Child,2011,"Second Son (Jack Reacher, #15.5)"
3691,,Catherine Ryan Hyde,2014,Take Me with You
3692,000037575931X,Wallace Stegner,1987,Crossing to Safety
3693,0399157387,John Sandford,2011,"Buried Prey (Lucas Davenport, #21)"
3694,0001400203759,Bob Goff,2012,Love Does: Discover a Secretly Incredible Life in an Ordinary World
3695,0060555661,"Benjamin Graham, Jason Zweig, Warren Buffett",2003,The Intelligent Investor (Collins Business Essentials)
3696,000055380202X,Stephen Hawking,2001,The Universe in a Nutshell
3697,0316123358,Joe Abercrombie,2011,"The Heroes (First Law World, #5)"
3698,0590225170,Blanche Fisher Wright,1916,The Real Mother Goose
3699,000048641423X,Oscar Wilde,1893,An Ideal Husband
3700,0192839934,"William Shakespeare, John Jowett",1591,Richard III
3701,0001476792488,Anna Todd,2014,"After (After, #1)"
3702,0778325342,Maria V. Snyder,2008,"Fire Study (Study, #3)"
3703,0099282194,Philip Roth,2000,"The Human Stain (The American Trilogy, #3)"
3704,0001442495995,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014,The Bane Chronicles
3705,0446699543,Michael Connelly,2004,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)"
3706,,Tarryn Fisher,2011,"The Opportunist (Love Me with Lies, #1)"
3707,0001401307787,Jon Kabat-Zinn,1994,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life"
3708,0802142443,"Banana Yoshimoto, Megan Backus",1988,Kitchen
3709,0312999526,Eric Van Lustbader,2003,"The Bourne Legacy (Jason Bourne, #4)"
3710,0743474155,Judith McNaught,1989,"A Kingdom of Dreams (Westmoreland, #1)"
3711,0316056219,Paolo Bacigalupi,2010,"Ship Breaker (Ship Breaker, #1)"
3712,0439650763,Suzanne Collins,2004,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)"
3713,0316159786,"James Patterson, Peter de Jonge",2006,Beach Road
3714,0399256601,Maureen Johnson,2011,"The Name of the Star (Shades of London, #1)"
3715,0140435123,"Charles Dickens, Mark Ford",1839,Nicholas Nickleby
3716,0345506405,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",2008,"Dean Koontz's Frankenstein, Volume 1: Prodigal Son"
3717,0143037498,"Jean-Jacques Rousseau, Maurice Cranston",1762,The Social Contract
3718,0001416905855,Laurie Halse Anderson,2008,"Chains (Seeds of America, #1)"
3719,0009871144261,Ernesto Sabato,1948,El túnel
3720,0451528816,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",1787,The Federalist Papers
3721,0316009857,Julie Anne Peters,2007,Keeping You a Secret
3722,0001609452860,"Elena Ferrante, Ann Goldstein",2014,"The Story of the Lost Child (The Neapolitan Novels, #4)"
3723,0786838183,E. Lockhart,2008,The Disreputable History of Frankie Landau-Banks
3724,0143145444,"Sarah Blake, Orlagh Cassidy",2009,The Postmistress
3725,0316187704,Michael J. Sullivan,2010,"Rise of Empire (The Riyria Revelations, #3-4)"
3726,0001416913629,Nic Sheff,2008,Tweak: Growing Up On Methamphetamines
3727,0316098795,Daniel O'Malley,2012,"The Rook (The Checquy Files, #1)"
3728,0803731531,Frank Beddor,2004,"The Looking Glass Wars (The Looking Glass Wars, #1)"
3729,0001416549129,Philippa Gregory,2008,"The Other Queen (The Plantagenet and Tudor Novels, #15)"
3730,0061843407,Joyce Maynard,2009,Labor Day
3731,0385611072,Terry Pratchett,2010,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)"
3732,,Christina Lauren,2013,"Beautiful Player (Beautiful Bastard, #3)"
3733,0812993012,"Ed Catmull, Amy Wallace",2009,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration"
3734,0810959542,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",1995,The Diary of Frida Kahlo: An Intimate Self-Portrait
3735,0452253802,"Stephen King, Bernie Wrightson, Michele Wrightson",1982,Creepshow
3736,0062101897,Bob McCabe,2011,Harry Potter Page to Screen: The Complete Filmmaking Journey
3737,0001841580651,Jeff Shaara,1996,"Gods and Generals (The Civil War Trilogy, #1)"
3738,0373773102,Gena Showalter,2008,The Darkest Pleasure (Lords of the Underworld #3)
3739,0312368577,Madeleine L'Engle,1986,"Many Waters (A Wrinkle in Time Quintet, #4)"
3740,0805017585,"Bill Martin Jr., Eric Carle",2003,"Panda Bear, Panda Bear, What Do You See?"
3741,0553807250,Lisa Gardner,2011,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)"
3742,0439796636,Michael Morpurgo,1982,"War Horse (War Horse, #1)"
3743,0064434508,Eric Carle,1977,The Grouchy Ladybug
3744,0156029022,Dennis Lehane,1994,"A Drink Before the War (Kenzie & Gennaro, #1)"
3745,0312368461,Chelsea Cain,2007,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)"
3746,0001609089464,Julianne Donaldson,2012,"Edenbrooke (Edenbrooke, #1)"
3747,0062257838,Kathleen Tessaro,2013,The Perfume Collector
